"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"102654470",1864.44074388084,2.70653955278274,0.15470078098617,17.4953192577916,1.55538459178875e-68,1.42317690148671e-64
"552157",17896.5138789646,2.90340117704895,0.16720812856304,17.3639954109905,1.54581786294431e-67,7.0721167229702e-64
"107965415",4400.12523124861,4.71659785315873,0.275130153871575,17.1431512932615,7.07122484717956e-66,2.15672357838977e-62
"411173",8926.52808879812,8.38314796767226,0.553828385721992,15.1367249924246,9.27172954318607e-52,2.12090813300381e-48
"410906",1629.7142050837,-5.12956111299042,0.371029633608202,-13.8252059898997,1.79597621660891e-43,3.2866364763943e-40
"102654482",737.616947496727,2.51534322969855,0.203301465907219,12.3724795513598,3.68274337482419e-35,5.61618364660689e-32
"102656905",23843.3306189975,2.10543766204144,0.17374256978379,12.1181450502402,8.46534421242049e-34,1.10654142205211e-30
"100578820",27405.867445908,2.50158678868102,0.210194913494548,11.9012717629149,1.16557195038215e-32,1.33312291824958e-29
"411204",2982.61697380105,4.80024804164523,0.428521061726731,11.2018952401139,3.9910266252745e-29,4.05754373569574e-26
"100576476",6377.98989110739,6.05707728783249,0.5515438391161,10.982041423107,4.66266287477892e-28,4.26633653042271e-25
"411175",50959.8210640225,8.42187404207503,0.778364673189622,10.8199592455339,2.76900481026009e-27,2.30330854671635e-24
"107965323",1445.747279146,4.79181111709746,0.456271552560822,10.5021036051962,8.44762743998673e-26,6.44131592298988e-23
"102655072",6522.21088636388,-1.55076223986202,0.152489025639029,-10.1696645602089,2.70839766744092e-24,1.90629528131419e-21
"414021",7406.82786399854,0.825180898662585,0.0828019479940235,9.96571842394512,2.15311508256669e-23,1.4072145003918e-20
"408563",2475.34534676035,3.26420264967255,0.330414463177401,9.87911551535196,5.12835517673867e-23,3.12829665781059e-20
"410674",4093.66591347953,2.78053572943907,0.283536127229089,9.80663648266761,1.05424085349156e-22,6.02893988090485e-20
"411050",40740.1469356418,2.51153607077321,0.258806008923413,9.70431900410951,2.88999700158996e-22,1.55549838614989e-19
"552256",2781.34939157989,-1.69399087905322,0.17680057340755,-9.5813652999209,9.57704393829675e-22,4.86833066863418e-19
"411206",483061.04747042,4.49537320003693,0.469685689569926,9.57102441028845,1.05851581498156e-21,5.09758931951646e-19
"725749",804.800248716436,2.9902069982862,0.331492169462183,9.02044534909392,1.87326200073875e-19,8.57017365337979e-17
"552096",598.135608266063,7.06052453191305,0.792831495877991,8.90545414583226,5.31679286209343e-19,2.31660260419785e-16
"727405",475.140813879962,-3.66423774518808,0.421088444248658,-8.7018245103499,3.26590353457929e-18,1.35831897006366e-15
"409296",7298.25358645903,-1.29149031894035,0.148851884791715,-8.67634508456178,4.08690809457371e-18,1.62587865501519e-15
"408547",229.121089814712,2.67765718346436,0.310385315039853,8.62688102083872,6.30477027596922e-18,2.40369366771327e-15
"551804",691.179122577869,-4.83121689427706,0.563852355883653,-8.56823039553629,1.05087385295846e-17,3.84619830182795e-15
"726455",3110.39541712188,1.30917997817482,0.155746825088815,8.40582128995735,4.24877703506125e-17,1.49524268733886e-14
"100577065",92.8430411492571,-28.9992171976864,3.5308152972985,-8.2131787578564,2.15408497428457e-16,7.29995463507548e-14
"409158",1271.03094875909,-4.05007550894733,0.495552368371746,-8.17285067621573,3.01186672923629e-16,9.84235020446858e-14
"551203",4120.57151163325,1.03139919867281,0.12846614959412,8.02856785177607,9.86170662848097e-16,3.11153847071037e-13
"727399",3749.9942839692,-1.33030562542796,0.168710405767287,-7.8851427057969,3.14176269706653e-15,9.58237622605291e-13
"726210",776.255280611076,1.96734823083795,0.252273187358494,7.79848326902155,6.26556582060086e-15,1.84935249220961e-12
"412979",4795.35515050964,1.94758304098654,0.252869227414006,7.70193772055105,1.34018206473027e-14,3.83208309133811e-12
"551259",8534.90971816575,-0.855637615108285,0.111250758697542,-7.69107217897287,1.45907086947868e-14,3.92661719286174e-12
