"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"412611",2391.05995513882,-1.68163266732848,0.101560722879016,-16.5579036822308,1.40401195434045e-61,1.28467093822151e-57
"725318",2042.48866291734,-1.58395248656051,0.109992071644173,-14.4006059971726,5.12918027696697e-47,2.34659997671239e-43
"411173",8926.52808879812,-7.59185841319744,0.551494983755674,-13.7659609548884,4.08417220169671e-43,1.2456725215175e-39
"102654281",7790.42465208438,-1.17632250785275,0.108381867864886,-10.8534991232962,1.9193392487965e-27,4.39048853162199e-24
"409152",965.034793235303,-1.22569021824366,0.128914690385506,-9.50776218426589,1.94808020562953e-21,3.56498677630204e-18
"551718",64.7701768330631,-33.6205056465957,3.55943863078805,-9.44545169448593,3.53874704236148e-21,5.39658923960125e-18
"102656907",461.928420333314,1.69398336862164,0.180330190004769,9.3937868560824,5.78809640104142e-21,7.56586886707558e-18
"411175",50959.8210640225,-7.19439805290923,0.778056435749378,-9.24662752256527,2.31687477834069e-20,2.3554893579797e-17
"413791",2652.20641724835,2.2336566698495,0.241398451945153,9.25298671905732,2.18305564620261e-20,2.3554893579797e-17
"409604",4243.90550862345,1.39082029299519,0.152381868981558,9.12720327090561,7.02916558446551e-20,6.3676451858432e-17
"551830",2398.42624849313,1.55800479173807,0.170872060623653,9.11796104086079,7.65509257314484e-20,6.3676451858432e-17
"100577783",5264.7623347284,0.951767638385216,0.107071454071863,8.88908856833514,6.16122037773349e-19,4.69793053802178e-16
"726802",1109.04551709584,-2.15564784196731,0.246959612336314,-8.7287464600961,2.5751077456725e-18,1.81247968253103e-15
"725733",536.552511393306,-1.82177904833224,0.208932719324886,-8.71945310537701,2.79548738335172e-18,1.82705068269059e-15
"102655824",3892.05842811214,1.76546056573603,0.203274558210488,8.68510344471107,3.78397869514959e-18,2.30822700404125e-15
"100578752",33.0805558774129,39.0381500908968,4.53098853551641,8.61581303613859,6.94470037810315e-18,3.97150052872774e-15
"409423",1116.20742435633,-5.82019654853895,0.688996322012988,-8.44735503309296,2.97976515084998e-17,1.60381477236925e-14
