"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"100577649",2451.26602648085,-1.65339904547423,0.0757633369306698,-21.8232078001954,1.3970757017938e-105,1.28195666396599e-101
"102656905",2742.8144069663,2.46745127104414,0.143814906397132,17.1571315718171,5.55923349000436e-66,2.550576325214e-62
"411206",39296.3536672151,4.38330057004478,0.283089537718787,15.4837957113026,4.46342492890099e-54,1.36521290491985e-50
"408897",374.160946900913,-1.81423934833774,0.135036962277158,-13.4351315206135,3.76399002761434e-41,8.6345931233473e-38
"100576476",260.995724820896,5.82900685297271,0.489883595814204,11.898759016996,1.20120101122504e-32,2.20444409580019e-29
"410757",830.826229280242,1.49941799316721,0.132243300544296,11.338328573136,8.47475954677578e-30,1.29607322668691e-26
"410257",3300.57944928769,-1.05942207620761,0.0940385987057854,-11.2658215965359,1.93538281315518e-29,2.53701038478742e-26
"409369",3703.18382077193,-2.14904789851196,0.192021564827011,-11.1917007886484,4.47761354274446e-29,5.1358227335279e-26
"100577300",172.483255202481,-3.26957740846598,0.307356829115558,-10.637724946195,1.9892718634406e-26,2.02817317988122e-23
"726115",1511.81774578989,-1.24409097048085,0.12004273237502,-10.3637341958716,3.62526395105508e-25,3.32654220148814e-22
"100578382",1555.9046613139,3.11501672437429,0.301911176426562,10.3176595223927,5.86350362368218e-25,4.89122811371888e-22
"107965436",1272.56183094348,-1.58649128951372,0.15476271516202,-10.2511208067966,1.16979123206572e-24,8.68927564228288e-22
"552303",7398.21975892996,3.62780024533316,0.354063441637798,10.2461870351595,1.23104384644374e-24,8.68927564228288e-22
"410506",4262.05378082138,-3.39601171929368,0.35113593675812,-9.6715014437073,3.98488282226852e-22,2.61180605550971e-19
"100577606",4460.44044015164,-1.78671958826314,0.184978278654552,-9.6590778185359,4.49895467933513e-22,2.75216054250528e-19
"552096",809.592356802978,3.86622518449737,0.405531391641105,9.53372603006522,1.51737104259106e-21,8.70212292925972e-19
"552563",3257.49151730177,-2.11285698419381,0.222026490915739,-9.51623824472217,1.79561518923801e-21,9.69209704496938e-19
"551047",1624.0517749094,-1.66741912501043,0.178623920870499,-9.334803070521,1.01179163739511e-20,5.15788892485417e-18
"726175",179.06915133383,2.72456766661648,0.301003235494329,9.05162252539247,1.40859494474447e-19,6.80277221735542e-17
"726991",68355.3480701622,-2.37017306324241,0.265742873406031,-8.91904656882744,4.70319585562193e-19,2.15782625855934e-16
"408529",1028384.50913702,-2.47294333256821,0.279275482473605,-8.85485295975431,8.37941999522709e-19,3.66140751791447e-16
"409946",1510.73945391488,-0.822160759719451,0.0933624827746016,-8.8061149970094,1.29558126743223e-18,5.40375168634459e-16
"725012",5416.97661541418,1.25724967237153,0.143928508633509,8.73523726680799,2.43145221548222e-18,9.70043718663691e-16
"410906",509.170365588712,-3.18700379748146,0.366040931214665,-8.70668694592639,3.12885713626864e-18,1.19626637843338e-15
"725532",897.210317704366,-2.16867364490867,0.249230357017168,-8.70148272009772,3.27575672041009e-18,1.20233374665932e-15
"724321",404.236846877128,-1.52670129728748,0.179129938853102,-8.52287064385967,1.5564659000705e-17,5.49312734578728e-15
"102654496",431.861918601262,-1.34689480251572,0.159135587985962,-8.46381893303801,2.58761461631454e-17,8.79405619233415e-15
"408779",74037.4318383151,-2.34407719994753,0.279201640627355,-8.39564264264524,4.6335290014895e-17,1.51847364705956e-14
"409711",5173.83414143044,0.42320723365614,0.0504484457259617,8.3889052985898,4.90689761879585e-17,1.55261008793347e-14
"726361",1376.38637129873,-1.0475740742971,0.126541808150636,-8.27848194685237,1.24755407279918e-16,3.8158520573351e-14
"724888",1147.09589805527,-1.04553398706355,0.126572783205356,-8.26033812788361,1.45260389465782e-16,4.29970752818715e-14
"102654470",1103.79879299521,1.98326460287706,0.241364755608924,8.2168773890521,2.08870423476824e-16,5.98935939319793e-14
"100576572",10408.0295622077,-1.25794173591697,0.153521337322677,-8.19392116988261,2.5285069818457e-16,7.03078183800489e-14
"551631",28.3512050773901,28.1033516459568,3.44341307372273,8.16148136870892,3.3094044340166e-16,8.93149855486361e-14
"725720",84.145036413531,-30,3.67845213230374,-8.15560429250758,3.47438263037887e-16,9.10883857610187e-14
"726694",218.859743735489,1.40814474072601,0.173306201203982,8.12518381306285,4.46684956508489e-16,1.13855032247831e-13
"100576614",9068.36039352397,-0.754901371651142,0.0930187102329273,-8.11558631334278,4.83444949333385e-16,1.1989434743468e-13
"411223",4403.10499758345,-1.01335303255546,0.125319179627951,-8.0861767174339,6.15668382810331e-16,1.48667712649147e-13
"412935",182.881506969614,-2.47464131122517,0.306233875371508,-8.08088689803848,6.42974231634249e-16,1.51280296140407e-13
"727424",858.057432614659,-1.82515725725301,0.226677991452874,-8.05176208574471,8.16104328098946e-16,1.87214332865898e-13
"102654384",27.9040464514155,-29.9904407219046,3.74496490308363,-8.00820341392526,1.1639627010135e-15,2.60500530353657e-13
"411207",1799.22796209142,-0.922894514330743,0.115560369251578,-7.98625445996613,1.39100414225569e-15,3.03901285936625e-13
"724665",3533.72118401662,0.543493834825137,0.0687270192519394,7.90800824393094,2.61539498177941e-15,5.58113124483903e-13
"100577024",445.419900924636,-0.891802310103741,0.113297024531941,-7.87136567608908,3.50790647341623e-15,7.23446268570295e-13
"726145",1479.55000146898,-1.1292188292918,0.143484893223779,-7.86994926030766,3.54785114272703e-15,7.23446268570295e-13
"102656552",2006.55988961733,-1.30236401099431,0.165742235284794,-7.85776786922457,3.91039116517397e-15,7.80038028948617e-13
"503862",1575.1369101469,2.91286706503115,0.370962934148656,7.85217820135064,4.0887296317706e-15,7.98259214917597e-13
"411820",814.70478930882,-1.32917847165965,0.17089557881393,-7.77772298665987,7.38415393156521e-15,1.41160409325088e-12
"551044",404.024779770716,-2.02247604439462,0.26161228846107,-7.73081439060757,1.06860733744176e-14,2.00113080170727e-12
"727173",2869.97876691132,-2.33542008075475,0.304028930947071,-7.6815718605455,1.57148285647746e-14,2.88398533820743e-12
"100577441",47.8980140086871,3.00333539790336,0.399956512296578,7.50915488450983,5.95102838480247e-14,1.07071836194015e-11
"409368",2000.41641856313,-1.60350105564637,0.214155094597067,-7.48756903805326,7.01609610403893e-14,1.23807111251272e-11
"100576703",1745.33068135102,-1.43874611011118,0.192731309715406,-7.46503571337569,8.3277022484682e-14,1.44179237418763e-11
"102655220",6066.34386196203,-1.02666681220127,0.138323921384735,-7.42219279155405,1.15196961635597e-13,1.95749503697822e-11
"410231",90.6510290417254,3.33809097882498,0.450781603140505,7.40511803403061,1.31033868695946e-13,2.18612141664364e-11
"726598",3325.18386131833,-2.63716521628977,0.357004180283059,-7.3869309154835,1.5025661563397e-13,2.46206197331662e-11
"100577302",101.094302636727,-2.0366369646768,0.278705966324793,-7.30747529926714,2.7220834311149e-13,4.3820767655983e-11
"550748",2.88393739421122,-27.1655456305684,3.78172971700262,-7.18336519620436,6.80160975443937e-13,1.07606157080579e-10
"100576612",708.350484584263,-0.901747641405062,0.126371873774788,-7.13566725307962,9.6318760090703e-13,1.49800159761405e-10
"410108",3359.98306843394,-0.620341213202038,0.0873313700528793,-7.10330334708387,1.21809631633035e-12,1.86287529977454e-10
"551838",520.245529964386,-1.11923825079333,0.157920798890401,-7.08733908805831,1.36715118835504e-12,2.05655398431899e-10
"100578089",923.435526839987,-1.4029330616925,0.198298168380181,-7.07486646574956,1.49592739093439e-12,2.2139725385829e-10
"411739",504.336034543886,0.979957826213416,0.138776833407145,7.06139347724131,1.64841086255809e-12,2.40092350394176e-10
"411320",2627.67878852607,1.51603233348476,0.214940259211884,7.05327303057863,1.74757462890491e-12,2.50558512419242e-10
"107964069",3763.49625721609,-1.54808253634256,0.219667073075903,-7.04740366712877,1.82286938154343e-12,2.57333068385269e-10
"410674",2190.99354104638,1.66246396711248,0.236486258172414,7.02985441928063,2.06749140909166e-12,2.87443957118562e-10
"412215",7046.04740515719,-0.777709334107088,0.110964303222798,-7.00864432542395,2.40638314446519e-12,3.29566742292725e-10
"411607",434.939572052181,0.882043461008718,0.126039525720564,6.99814963572816,2.59365006841014e-12,3.49990191584286e-10
"102654158",1348.6934488862,-0.966649648074642,0.138182509184348,-6.99545589221459,2.6439775695563e-12,3.51610698235487e-10
"725598",141.181367812358,-2.20249054189228,0.3166860365169,-6.95480787885872,3.53042824908563e-12,4.62788708765854e-10
"724988",1620.14724323564,0.873255262010604,0.125722608975667,6.94588880333859,3.76084919375109e-12,4.86050031012113e-10
"100577386",617.63201060644,-2.07605815303928,0.300196070783479,-6.91567397141807,4.65644198938833e-12,5.9343766242538e-10
"726352",245.543328391565,2.39740863741177,0.347524946729647,6.8985224225552,5.25461973002576e-12,6.60498501955019e-10
"724806",139.222491477097,2.2591319771783,0.328152189028908,6.88440319067713,5.80303014259026e-12,7.19575737681192e-10
"102654008",7.71384560392959,-25.6211968022603,3.74647969117769,-6.83873900680519,7.98932852452487e-12,9.77467713880536e-10
"725898",3.27221674875923,-25.6678429298248,3.76156265205645,-6.82371804063723,8.87139236333254e-12,1.07110389902552e-09
"726643",952.628652198705,-0.694480048649808,0.101812689302276,-6.82115415484155,9.03119652576559e-12,1.07623713403149e-09
"725348",2659.3988343384,-0.7634050451471,0.112555837754206,-6.7824562490858,1.18149648728579e-11,1.3899245855557e-09
"100577714",3.45554707259329,-25.4119200526921,3.76370683023916,-6.75183301965029,1.45988839992914e-11,1.69568809591769e-09
"552239",12119.4410198283,-1.69370517618063,0.251613329961095,-6.73138095045489,1.68060309915715e-11,1.92765175473325e-09
"413223",879.423926460338,-0.760697718987782,0.113143669739901,-6.7232901384276,1.77666307231741e-11,2.01267411747957e-09
"100576895",883.08128501111,-1.46076805934244,0.218078189807639,-6.69836841836842,2.10759373276886e-11,2.35844879169355e-09
"100576688",271.434629736063,-1.23274967570781,0.184372295257781,-6.68619802115188,2.29043055740348e-11,2.53216756563065e-09
"412132",1780.12559021896,-1.15534902750296,0.173290164030929,-6.66713563325357,2.60844016015856e-11,2.84941034638273e-09
"413739",1566.73214634715,-0.599623805575788,0.0900700286551247,-6.65730670378411,2.78890823250106e-11,3.01070846369761e-09
"408504",5212.69655546014,-1.14815131667881,0.173138047342433,-6.63142119425658,3.32470031169311e-11,3.54737791396465e-09
"551469",82.0943265768743,-3.13806609852875,0.473476026293532,-6.62771909085699,3.40913431515237e-11,3.59565706618829e-09
"113218987",3.27984027144479,22.8120493333443,3.4565902971657,6.59958148700743,4.12320073527911e-11,4.29937385760467e-09
"100578159",585.025777728103,2.21996121176303,0.336468145047192,6.5978347265286,4.17205973812225e-11,4.30144046707975e-09
"408489",1495.28889868113,-1.03234640370917,0.156945147582152,-6.57775292586726,4.77610988186308e-11,4.86950936399729e-09
"724440",154.509618600569,-1.41837005378237,0.21582229418449,-6.57193483713926,4.96655994170222e-11,5.0080389038527e-09
"552590",3556.22024954775,-1.2992774156066,0.19835804627457,-6.55016239577257,5.74745483046605e-11,5.73246147003874e-09
"552155",218.134880715168,1.40727690133527,0.21542324366416,6.53261401786884,6.46315583901124e-11,6.37698042782442e-09
"724912",2340.84774847708,1.42331962534373,0.218164442525092,6.5240678493244,6.84257315959611e-11,6.67951609706956e-09
"725576",1162.83539536115,1.32077000079747,0.20264537966362,6.5176418183818,7.1421285382035e-11,6.89854436490056e-09
"102654435",1181.83577364854,0.775549963926294,0.119198218867026,6.50638886468157,7.69788038112331e-11,7.35789066429036e-09
"102653703",298.625080509269,1.10721671086845,0.17033498732656,6.5002306821777,8.01969401434868e-11,7.58646518305809e-09
"411157",1868.97797435328,-0.592488079344009,0.0912629268914147,-6.49210034704405,8.46478427362992e-11,7.925802091309e-09
"413123",896.949324930907,0.726387356139323,0.112295836620413,6.46851546771668,9.89703883860019e-11,9.17325539222175e-09
"724439",1824.26556049781,-1.52663063019261,0.236500918160025,-6.45507274166112,1.08166934068498e-10,9.92539787012536e-09
"552402",1622.61449205448,8.95068038945524,1.39538586456658,6.41448406261118,1.41300571080055e-10,1.28373667349563e-08
"113219280",574.446437591949,-1.47659060082366,0.230467518250179,-6.40693583214957,1.48473268676976e-10,1.32270943046595e-08
"413772",71.0398118388634,-3.08946300759,0.482157131379063,-6.40758542501184,1.47842255586368e-10,1.32270943046595e-08
"412254",23939.0627491598,0.578635159813474,0.0905357700910106,6.39123253971115,1.6455390915311e-10,1.4518717984509e-08
"411712",56.4820557400843,7.8000038384345,1.22104558039204,6.3879710665102,1.6810113387942e-10,1.46904381378815e-08
"410771",8032.49419565094,-1.24599671466041,0.195221971461591,-6.38246148900075,1.74263860253257e-10,1.50853319026782e-08
"725462",1502.8527824515,-0.879232428274585,0.138130882044583,-6.36521258143277,1.95019441800645e-10,1.67242840931095e-08
"102654964",1549.67583113968,-1.93883605966926,0.307105908137082,-6.31324897469515,2.73237374339752e-10,2.32150569161256e-08
"551973",3239.24823203745,-0.659984697491662,0.104781071759721,-6.29870153461597,3.00149295812475e-10,2.52676141135346e-08
"726969",1112.57817730715,-1.41292251832284,0.224486771164109,-6.29401238654696,3.0936312307139e-10,2.58065092482098e-08
"406086",1947.20680466866,-0.901357064952169,0.143652007852922,-6.2745873059778,3.5056287980107e-10,2.89798647302218e-08
"724467",1334.6641325787,-0.706461204852467,0.11284037605538,-6.26071296063162,3.83221338789655e-10,3.11189292454325e-08
"725318",19173.0880055322,-2.32225990545214,0.370859813613957,-6.26182676095898,3.80493514821063e-10,3.11189292454325e-08
"410235",175.961718824494,-2.56279280517785,0.409450408585494,-6.25910428086125,3.87194906886425e-10,3.11657935578056e-08
"726597",1003.38980576497,-2.77081791369924,0.444874914651808,-6.22830782865761,4.71499962730956e-10,3.76215970262544e-08
"726153",1406.62533900768,-0.550946747288751,0.0886793127136528,-6.21279902188427,5.20490041757407e-10,4.11725570962583e-08
"552415",7594.84861024535,17.3496608464113,2.79905042681061,6.19840953211424,5.7036574179752e-10,4.47322739037098e-08
"409499",10316.4658243059,-1.38407256271883,0.224104501412887,-6.17601410945708,6.5740114707537e-10,5.0691705256837e-08
"413341",1245.10217498617,-0.931746280601197,0.150843305418326,-6.17691503124539,6.53662283846706e-10,5.0691705256837e-08
"413051",3.82273800885492,-23.3326479749161,3.78062196436177,-6.17164270716897,6.75840908428707e-10,5.16623992681069e-08
"725422",392.858905444734,-0.964171546756156,0.156257987760138,-6.17038245901512,6.81250033940817e-10,5.16623992681069e-08
"113218551",5535.27851461344,1.60319658976722,0.259943495550705,6.16748107649609,6.93864134220346e-10,5.2187682750868e-08
