"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"408989",1797.69421486656,2.98276385605046,0.0969159136455836,30.7768223385715,5.35321073308988e-208,4.81681901763428e-204
"552244",11173.9533268427,4.88282881376329,0.180474647818518,27.0554832647373,3.29224629005019e-161,1.48118160589358e-157
"411173",18142.2591780075,9.13713199735313,0.399909362861755,22.8480071883482,1.52960219181486e-115,4.58778684065003e-112
"107964640",601.914745184151,3.0385419998787,0.153393195737788,19.8088447487125,2.49748845705747e-87,5.61810028415078e-84
"411469",1517.41244869632,6.52219555821206,0.330269401876589,19.7481072153611,8.32811253259856e-87,1.49872713136644e-83
"100578668",1118.88830208961,3.3085809012467,0.17134534086298,19.3094302102587,4.47481938574613e-83,6.71073747215729e-80
"410580",3555.24062689023,3.52922650118893,0.189637897750643,18.6103439399521,2.6491152844072e-77,3.40524847558514e-74
"409423",1527.16090246303,6.08853142550684,0.333085004696387,18.2792120319455,1.21163905427593e-74,1.36279102629685e-71
"727236",4483.79075668055,3.87063729139637,0.212912912161753,18.1794389644898,7.50981274299607e-74,7.50814389571985e-71
"107965838",6875.59453386579,3.53210893792958,0.194600333957475,18.150580043205,1.27052123876166e-73,1.14321501063774e-70
"413169",8370.0486875824,4.76693110339267,0.263554516450448,18.0870780269437,4.02889900697586e-73,3.29563938770626e-70
"552278",1971.09414319234,4.30680450218538,0.239985876534658,17.9460748456312,5.15043659182085e-72,3.861969037767e-69
"552096",809.592356802978,7.22471811138052,0.403445476850609,17.9075451973793,1.02978102378579e-71,7.12766896309578e-69
"100578239",45400.3604211239,3.4662845589915,0.19524926137577,17.7531250800504,1.6302452569855e-70,1.04778191588254e-67
"724607",6653.17506879342,4.23716262339648,0.240784830103432,17.597298889537,2.58355642741116e-69,1.54978938225638e-66
"409520",5229.09426309807,4.14883096126897,0.238529595430712,17.393359317855,9.26416486770026e-68,5.20993471747293e-65
"412552",1241.81245588739,1.32601027708005,0.0768345998558494,17.2579837673105,9.74547772934499e-67,5.15822403580272e-64
"100578382",1555.9046613139,5.06475558637496,0.301437268709319,16.8020218868789,2.35864932524891e-63,1.1790625904772e-60
"725573",3225.71493833761,3.68660088548419,0.223210188709915,16.5162751162551,2.80176154211724e-61,1.32685528189321e-58
"552142",1986.02188865981,1.54448080656028,0.0939939784333239,16.4316994801521,1.13434790075346e-60,5.1034312054898e-58
"100577489",1678.7855947072,3.94288384043733,0.241747310291422,16.3099388186956,8.38767124138766e-60,3.59391742047649e-57
"411175",74823.8464284204,8.2674080385091,0.51520705205057,16.0467680044442,6.0219334288892e-58,2.46297077241568e-55
"409849",5771.5389204216,3.03253915990347,0.19040699993969,15.9266159377755,4.14173778649548e-57,1.6203198522994e-54
"551691",86400.5762344117,3.38502036556382,0.214428149773522,15.7862685899172,3.86794018451388e-56,1.450155240844e-53
"100577024",445.419900924636,-1.91209459145636,0.123601293032613,-15.4698591296439,5.54282099467825e-54,1.9949721324046e-51
"409714",1275.25035003275,1.96331261023797,0.12869996706304,15.2549581405588,1.52592847760626e-52,5.28088632365427e-50
"107965398",1660.19092397929,4.66154808607388,0.306963637921977,15.1859943986549,4.37872135131738e-52,1.45924943404273e-49
"102654014",1279.561000723,3.54154792469656,0.233957346290971,15.1375794812271,9.15206413030426e-52,2.94108118015992e-49
"552849",4931.95630040153,3.90564938849059,0.260375467046516,15.0000667604865,7.33455143771819e-51,2.27573427022718e-48
"727432",24738.4660042088,3.26887179580808,0.220682969378538,14.8125240702239,1.21587457773134e-49,3.6468131501422e-47
"724943",627.169621873196,-1.83016334353591,0.123631259221375,-14.8034029181795,1.39255444369263e-49,4.04200157559557e-47
"410078",22483.1055964354,4.16408431014467,0.28146927929586,14.794098739876,1.59911940404563e-49,4.49652387425079e-47
"100579061",4079.52204912087,1.58652920944971,0.109391493004683,14.503222927781,1.15592463027692e-47,3.15182115855507e-45
"408915",13009.1630517005,2.9859546007643,0.206846518413238,14.4356048323663,3.08923766056326e-47,8.17557660874947e-45
"100576614",9068.36039352397,-1.34642788926332,0.0934084261482983,-14.414415752233,4.19978011203251e-47,1.07970346994481e-44
"726129",1162.10543557965,4.08448801920948,0.284141610137134,14.3748323845923,7.44500855720847e-47,1.86083852771561e-44
"551073",813.299856981282,2.62316702837112,0.186647497956403,14.0541237203396,7.26759131683949e-45,1.76739963970059e-42
"726866",1924.55068191549,2.18257053119336,0.157008407247921,13.9009787402468,6.24810886095755e-44,1.47948640870779e-41
"413309",7638.19150997976,3.49986703120872,0.252089303126028,13.8834412559704,7.98179155217274e-44,1.84154257401155e-41
"406151",2594.55205415835,2.21379974561374,0.159590868394618,13.871719402765,9.399626551262e-44,2.11444599270639e-41
"724979",5816.21598761257,4.6183789105151,0.333527188015922,13.8470837654609,1.32482391176027e-43,2.90750379463875e-41
"412619",4681.11825245631,3.18108949926673,0.230375311036517,13.8082917173468,2.27154602470593e-43,4.86651693578666e-41
"409759",2993.47741611349,3.71466719116966,0.26953468360585,13.7817780683162,3.28090619862168e-43,6.86548697097626e-41
"100578420",6612.71351715607,3.53030778144287,0.256748748393869,13.7500486507812,5.08952902117225e-43,1.04080868482973e-40
"726304",1149.97214010233,-1.73669191334829,0.126333036722302,-13.7469339644371,5.31339901172855e-43,1.06244365127852e-40
"412598",1034.01303388107,1.4768749854226,0.108971605638537,13.5528422910593,7.62206324757796e-42,1.4909418500371e-39
"100577533",192.585144229087,3.76098291144037,0.281460948638905,13.3623613848664,1.00330075500598e-40,1.92078727522208e-38
