taxid	gene_id	gene_symbol	GOID	evidence
FB	FBgn0010339	FBgn0010339	GO:0005525	IDA
FB	FBgn0010339	FBgn0010339	GO:0005525	IBA
FB	FBgn0010339	FBgn0010339	GO:0002181	IBA
FB	FBgn0010339	FBgn0010339	GO:0005737	IBA
FB	FBgn0020238	FBgn0020238	GO:0000077	IMP
FB	FBgn0020238	FBgn0020238	GO:0005737	IDA
FB	FBgn0020238	FBgn0020238	GO:0005634	IDA
FB	FBgn0020238	FBgn0020238	GO:0007088	IMP
FB	FBgn0020238	FBgn0020238	GO:0000077	IMP
FB	FBgn0020238	FBgn0020238	GO:0005694	IDA
FB	FBgn0020238	FBgn0020238	GO:0045172	IDA
FB	FBgn0020238	FBgn0020238	GO:0008103	IMP
FB	FBgn0020238	FBgn0020238	GO:0007294	IMP
FB	FBgn0020238	FBgn0020238	GO:0048190	IGI
FB	FBgn0020238	FBgn0020238	GO:0005515	IPI
FB	FBgn0020238	FBgn0020238	GO:0045927	IMP
FB	FBgn0020238	FBgn0020238	GO:0040008	IGI
FB	FBgn0020238	FBgn0020238	GO:0009411	IMP
FB	FBgn0020238	FBgn0020238	GO:0008340	IMP
FB	FBgn0020238	FBgn0020238	GO:0046982	IPI
FB	FBgn0020238	FBgn0020238	GO:0035332	IGI
FB	FBgn0020238	FBgn0020238	GO:0008134	IPI
FB	FBgn0020238	FBgn0020238	GO:0042994	IMP
FB	FBgn0020238	FBgn0020238	GO:0005886	HDA
FB	FBgn0020238	FBgn0020238	GO:0007280	IMP
FB	FBgn0020238	FBgn0020238	GO:0050815	IPI
FB	FBgn0020238	FBgn0020238	GO:0007411	IMP
FB	FBgn0020238	FBgn0020238	GO:0046579	HGI
FB	FBgn0020238	FBgn0020238	GO:0005737	HDA
FB	FBgn0020238	FBgn0020238	GO:0005634	HDA
FB	FBgn0020238	FBgn0020238	GO:0005737	HDA
FB	FBgn0020238	FBgn0020238	GO:0005654	HDA
FB	FBgn0020238	FBgn0020238	GO:0005813	HDA
FB	FBgn0020238	FBgn0020238	GO:0005515	IPI
FB	FBgn0020238	FBgn0020238	GO:0150013	IMP
FB	FBgn0020238	FBgn0020238	GO:0051012	IMP
FB	FBgn0004907	FBgn0004907	GO:0120176	IGI
FB	FBgn0004907	FBgn0004907	GO:0005515	IPI
FB	FBgn0004907	FBgn0004907	GO:0007059	IMP
FB	FBgn0004907	FBgn0004907	GO:0045448	IMP
FB	FBgn0004907	FBgn0004907	GO:0007611	IMP
FB	FBgn0004907	FBgn0004907	GO:0008103	IGI
FB	FBgn0004907	FBgn0004907	GO:0045172	IDA
FB	FBgn0004907	FBgn0004907	GO:0007294	IGI
FB	FBgn0004907	FBgn0004907	GO:0006457	IDA
FB	FBgn0004907	FBgn0004907	GO:0006457	IMP
FB	FBgn0004907	FBgn0004907	GO:0050821	IDA
FB	FBgn0004907	FBgn0004907	GO:0050821	IMP
FB	FBgn0004907	FBgn0004907	GO:0005515	IPI
FB	FBgn0004907	FBgn0004907	GO:0040040	IMP
FB	FBgn0004907	FBgn0004907	GO:0046982	IPI
FB	FBgn0004907	FBgn0004907	GO:0042803	IDA
FB	FBgn0004907	FBgn0004907	GO:0008134	IPI
FB	FBgn0004907	FBgn0004907	GO:0042994	IMP
FB	FBgn0004907	FBgn0004907	GO:0035332	IGI
FB	FBgn0004907	FBgn0004907	GO:0005886	HDA
FB	FBgn0004907	FBgn0004907	GO:0046579	HGI
FB	FBgn0004907	FBgn0004907	GO:0031965	HDA
FB	FBgn0004907	FBgn0004907	GO:0005634	HDA
FB	FBgn0004907	FBgn0004907	GO:0005737	HDA
FB	FBgn0004907	FBgn0004907	GO:0035332	IMP
FB	FBgn0004907	FBgn0004907	GO:0005515	IPI
FB	FBgn0010340	FBgn0010340	GO:0007275	IMP
FB	FBgn0010340	FBgn0010340	GO:0005739	IBA
FB	FBgn0250848	FBgn0250848	GO:0008234	IDA
FB	FBgn0250848	FBgn0250848	GO:0004197	IBA
FB	FBgn0250848	FBgn0250848	GO:0005615	IBA
FB	FBgn0250848	FBgn0250848	GO:0051603	IBA
FB	FBgn0250848	FBgn0250848	GO:0005764	IBA
FB	FBgn0052016	FBgn0052016	GO:0000932	IDA
FB	FBgn0052016	FBgn0052016	GO:0005634	IDA
FB	FBgn0052016	FBgn0052016	GO:0005737	IDA
FB	FBgn0052016	FBgn0052016	GO:1905536	IDA
FB	FBgn0052016	FBgn0052016	GO:0008190	IDA
FB	FBgn0052016	FBgn0052016	GO:0000932	IDA
FB	FBgn0052016	FBgn0052016	GO:0005829	IDA
FB	FBgn0052016	FBgn0052016	GO:0003729	IBA
FB	FBgn0052016	FBgn0052016	GO:0005737	IBA
FB	FBgn0052016	FBgn0052016	GO:0017148	IBA
FB	FBgn0052016	FBgn0052016	GO:0005634	IBA
FB	FBgn0263116	FBgn0263116	GO:0007208	IDA
FB	FBgn0263116	FBgn0263116	GO:0007198	IDA
FB	FBgn0263116	FBgn0263116	GO:0016021	ISS
FB	FBgn0263116	FBgn0263116	GO:0004993	ISS
FB	FBgn0263116	FBgn0263116	GO:0007210	ISS
FB	FBgn0263116	FBgn0263116	GO:0001586	NAS
FB	FBgn0263116	FBgn0263116	GO:0007208	TAS
FB	FBgn0263116	FBgn0263116	GO:0007198	TAS
FB	FBgn0263116	FBgn0263116	GO:0004993	TAS
FB	FBgn0263116	FBgn0263116	GO:0008227	ISS
FB	FBgn0263116	FBgn0263116	GO:0009649	IMP
FB	FBgn0263116	FBgn0263116	GO:0007210	IDA
FB	FBgn0263116	FBgn0263116	GO:0004993	IDA
FB	FBgn0263116	FBgn0263116	GO:0005887	IBA
FB	FBgn0263116	FBgn0263116	GO:0004993	IBA
FB	FBgn0263116	FBgn0263116	GO:0030425	IBA
FB	FBgn0263116	FBgn0263116	GO:0007268	IBA
FB	FBgn0263116	FBgn0263116	GO:0030594	IBA
FB	FBgn0263116	FBgn0263116	GO:0007187	IBA
FB	FBgn0087012	FBgn0087012	GO:0005886	IDA
FB	FBgn0087012	FBgn0087012	GO:0005886	ISS
FB	FBgn0087012	FBgn0087012	GO:0007377	IMP
FB	FBgn0087012	FBgn0087012	GO:0016021	ISS
FB	FBgn0087012	FBgn0087012	GO:0007210	ISS
FB	FBgn0087012	FBgn0087012	GO:0004993	ISS
FB	FBgn0087012	FBgn0087012	GO:0007210	TAS
FB	FBgn0087012	FBgn0087012	GO:0001587	NAS
FB	FBgn0087012	FBgn0087012	GO:0004993	TAS
FB	FBgn0087012	FBgn0087012	GO:0008227	ISS
FB	FBgn0087012	FBgn0087012	GO:0004993	IDA
FB	FBgn0087012	FBgn0087012	GO:2000253	IMP
FB	FBgn0087012	FBgn0087012	GO:0007210	IDA
FB	FBgn0087012	FBgn0087012	GO:0007210	IMP
FB	FBgn0087012	FBgn0087012	GO:0007268	IBA
FB	FBgn0087012	FBgn0087012	GO:0051378	IBA
FB	FBgn0087012	FBgn0087012	GO:0007210	IBA
FB	FBgn0087012	FBgn0087012	GO:0004993	IBA
FB	FBgn0087012	FBgn0087012	GO:0030425	IBA
FB	FBgn0087012	FBgn0087012	GO:0007187	IBA
FB	FBgn0087012	FBgn0087012	GO:0005887	IBA
FB	FBgn0087012	FBgn0087012	GO:0030594	IBA
FB	FBgn0261929	FBgn0261929	GO:0007186	ISS
FB	FBgn0261929	FBgn0261929	GO:0008227	ISS
FB	FBgn0261929	FBgn0261929	GO:0005886	ISS
FB	FBgn0261929	FBgn0261929	GO:0004993	IDA
FB	FBgn0261929	FBgn0261929	GO:0007210	IDA
FB	FBgn0261929	FBgn0261929	GO:0030594	IBA
FB	FBgn0261929	FBgn0261929	GO:0007187	IBA
FB	FBgn0261929	FBgn0261929	GO:0004993	IBA
FB	FBgn0261929	FBgn0261929	GO:0005887	IBA
FB	FBgn0261929	FBgn0261929	GO:0007268	IBA
FB	FBgn0261929	FBgn0261929	GO:0030425	IBA
FB	FBgn0004573	FBgn0004573	GO:0007210	ISS
FB	FBgn0004573	FBgn0004573	GO:0004993	ISS
FB	FBgn0004573	FBgn0004573	GO:0016021	ISS
FB	FBgn0004573	FBgn0004573	GO:0007192	TAS
FB	FBgn0004573	FBgn0004573	GO:0004993	TAS
FB	FBgn0004573	FBgn0004573	GO:0008227	ISS
FB	FBgn0004573	FBgn0004573	GO:0060179	IMP
FB	FBgn0004573	FBgn0004573	GO:0060180	IMP
FB	FBgn0004573	FBgn0004573	GO:0016543	IMP
FB	FBgn0004573	FBgn0004573	GO:0016545	IMP
FB	FBgn0004573	FBgn0004573	GO:0007619	IMP
FB	FBgn0004573	FBgn0004573	GO:0016546	IMP
FB	FBgn0004573	FBgn0004573	GO:0007210	IDA
FB	FBgn0004573	FBgn0004573	GO:0004993	IDA
FB	FBgn0004573	FBgn0004573	GO:0007268	IBA
FB	FBgn0004573	FBgn0004573	GO:0030425	IBA
FB	FBgn0004573	FBgn0004573	GO:0005887	IBA
FB	FBgn0004573	FBgn0004573	GO:0030594	IBA
FB	FBgn0004573	FBgn0004573	GO:0007187	IBA
FB	FBgn0004573	FBgn0004573	GO:0004993	IBA
FB	FBgn0259178	FBgn0259178	GO:0046856	IEA
FB	FBgn0259178	FBgn0259178	GO:0004445	IMP
FB	FBgn0259178	FBgn0259178	GO:0046855	IMP
FB	FBgn0259178	FBgn0259178	GO:0048016	IBA
FB	FBgn0259178	FBgn0259178	GO:0004445	IBA
FB	FBgn0259178	FBgn0259178	GO:0046855	IBA
FB	FBgn0041707	FBgn0041707	GO:0045862	IDA
FB	FBgn0041707	FBgn0041707	GO:0016504	IDA
FB	FBgn0041707	FBgn0041707	GO:0010952	IDA
FB	FBgn0041707	FBgn0041707	GO:0030141	IEA
FB	FBgn0041707	FBgn0041707	GO:0007218	IEA
FB	FBgn0041707	FBgn0041707	GO:0046883	IBA
FB	FBgn0041707	FBgn0041707	GO:0030234	IBA
FB	FBgn0040376	FBgn0040376	GO:0004059	ISS
FB	FBgn0040376	FBgn0040376	GO:0008080	IBA
FB	FBgn0040376	FBgn0040376	GO:0005737	IBA
FB	FBgn0035244	FBgn0035244	GO:0005524	IEA
FB	FBgn0035244	FBgn0035244	GO:0016226	ISS
FB	FBgn0035244	FBgn0035244	GO:0042626	ISS
FB	FBgn0035244	FBgn0035244	GO:0005743	ISS
FB	FBgn0035244	FBgn0035244	GO:0140466	ISS
FB	FBgn0035244	FBgn0035244	GO:0042626	IBA
FB	FBgn0035244	FBgn0035244	GO:0016021	IBA
FB	FBgn0035244	FBgn0035244	GO:0006879	IBA
FB	FBgn0035244	FBgn0035244	GO:0055085	IBA
FB	FBgn0035244	FBgn0035244	GO:0005743	IBA
FB	FBgn0033246	FBgn0033246	GO:0005524	IEA
FB	FBgn0033246	FBgn0033246	GO:0006633	IEA
FB	FBgn0033246	FBgn0033246	GO:0046872	IEA
FB	FBgn0033246	FBgn0033246	GO:0003989	IEA
FB	FBgn0033246	FBgn0033246	GO:0000902	IMP
FB	FBgn0033246	FBgn0033246	GO:0005737	IDA
FB	FBgn0033246	FBgn0033246	GO:0071329	IDA
FB	FBgn0033246	FBgn0033246	GO:0009744	IMP
FB	FBgn0033246	FBgn0033246	GO:0005977	IMP
FB	FBgn0033246	FBgn0033246	GO:0019432	IMP
FB	FBgn0027572	FBgn0027572	GO:0071949	IEA
FB	FBgn0027572	FBgn0027572	GO:0006629	ISS
FB	FBgn0027572	FBgn0027572	GO:0003997	ISS
FB	FBgn0027572	FBgn0027572	GO:0006693	ISS
FB	FBgn0027572	FBgn0027572	GO:0019395	ISS
FB	FBgn0027572	FBgn0027572	GO:0005777	ISS
FB	FBgn0027572	FBgn0027572	GO:0006091	ISS
FB	FBgn0027572	FBgn0027572	GO:0006635	ISS
FB	FBgn0027572	FBgn0027572	GO:0003997	ISS
FB	FBgn0027572	FBgn0027572	GO:0005777	ISM
FB	FBgn0027572	FBgn0027572	GO:0005777	ISS
FB	FBgn0027572	FBgn0027572	GO:0055088	IBA
FB	FBgn0027572	FBgn0027572	GO:0033540	IBA
FB	FBgn0027572	FBgn0027572	GO:0005777	IBA
FB	FBgn0027572	FBgn0027572	GO:0050660	IBA
FB	FBgn0027572	FBgn0027572	GO:0005504	IBA
FB	FBgn0027572	FBgn0027572	GO:0003997	IBA
FB	FBgn0027572	FBgn0027572	GO:0033540	IMP
FB	FBgn0027572	FBgn0027572	GO:0050665	IGI
FB	FBgn0027572	FBgn0027572	GO:0050665	IMP
FB	FBgn0027572	FBgn0027572	GO:0140493	IMP
FB	FBgn0027572	FBgn0027572	GO:0009062	IMP
FB	FBgn0027572	FBgn0027572	GO:0042803	IDA
FB	FBgn0040507	FBgn0040507	GO:0016021	ISM
FB	FBgn0040507	FBgn0040507	GO:0004016	ISM
FB	FBgn0040507	FBgn0040507	GO:0035556	IEA
FB	FBgn0040507	FBgn0040507	GO:0006171	IBA
FB	FBgn0040507	FBgn0040507	GO:0004016	IBA
FB	FBgn0040507	FBgn0040507	GO:0007189	IBA
FB	FBgn0040507	FBgn0040507	GO:0007193	IBA
FB	FBgn0040507	FBgn0040507	GO:0005887	IBA
FB	FBgn0026573	FBgn0026573	GO:0070868	IMP
FB	FBgn0026573	FBgn0026573	GO:0005700	IDA
FB	FBgn0026573	FBgn0026573	GO:0035064	IPI
FB	FBgn0026573	FBgn0026573	GO:0005721	IDA
FB	FBgn0026573	FBgn0026573	GO:0005515	IPI
FB	FBgn0026573	FBgn0026573	GO:0031490	IDA
FB	FBgn0026573	FBgn0026573	GO:0005704	IDA
FB	FBgn0026573	FBgn0026573	GO:0005705	IDA
FB	FBgn0026573	FBgn0026573	GO:0005701	IDA
FB	FBgn0026573	FBgn0026573	GO:0000792	IDA
FB	FBgn0053138	FBgn0053138	GO:0043169	IEA
FB	FBgn0053138	FBgn0053138	GO:0004553	IEA
FB	FBgn0053138	FBgn0053138	GO:0008340	IMP
FB	FBgn0053138	FBgn0053138	GO:0005737	IBA
FB	FBgn0053138	FBgn0053138	GO:0005978	IBA
FB	FBgn0053138	FBgn0053138	GO:0005975	IBA
FB	FBgn0053138	FBgn0053138	GO:0003844	IBA
FB	FBgn0053138	FBgn0053138	GO:0006879	IMP
FB	FBgn0262739	FBgn0262739	GO:0035279	IMP
FB	FBgn0262739	FBgn0262739	GO:0019899	IPI
FB	FBgn0262739	FBgn0262739	GO:0035196	IMP
FB	FBgn0262739	FBgn0262739	GO:0005737	IDA
FB	FBgn0262739	FBgn0262739	GO:0005634	IDA
FB	FBgn0262739	FBgn0262739	GO:0006342	IMP
FB	FBgn0262739	FBgn0262739	GO:0035279	IDA
FB	FBgn0262739	FBgn0262739	GO:0035195	IMP
FB	FBgn0262739	FBgn0262739	GO:0007367	IGI
FB	FBgn0262739	FBgn0262739	GO:0007367	IGI
FB	FBgn0262739	FBgn0262739	GO:0005515	IPI
FB	FBgn0262739	FBgn0262739	GO:0006402	IGI
FB	FBgn0262739	FBgn0262739	GO:0006402	IMP
FB	FBgn0262739	FBgn0262739	GO:0035198	IDA
FB	FBgn0262739	FBgn0262739	GO:0036099	IMP
FB	FBgn0262739	FBgn0262739	GO:0070578	IDA
FB	FBgn0262739	FBgn0262739	GO:0035198	IDA
FB	FBgn0262739	FBgn0262739	GO:0005515	IPI
FB	FBgn0262739	FBgn0262739	GO:0005737	IDA
FB	FBgn0262739	FBgn0262739	GO:0048471	IDA
FB	FBgn0262739	FBgn0262739	GO:0005737	IDA
FB	FBgn0262739	FBgn0262739	GO:0005737	IDA
FB	FBgn0262739	FBgn0262739	GO:0005515	IPI
FB	FBgn0262739	FBgn0262739	GO:0046959	IMP
FB	FBgn0262739	FBgn0262739	GO:0090328	IMP
FB	FBgn0262739	FBgn0262739	GO:0016442	IPI
FB	FBgn0262739	FBgn0262739	GO:0035198	IDA
FB	FBgn0262739	FBgn0262739	GO:0000932	IDA
FB	FBgn0262739	FBgn0262739	GO:0070578	IPI
FB	FBgn0262739	FBgn0262739	GO:0035279	IDA
FB	FBgn0262739	FBgn0262739	GO:0090624	IDA
FB	FBgn0262739	FBgn0262739	GO:0005515	IPI
FB	FBgn0262739	FBgn0262739	GO:1990904	IDA
FB	FBgn0262739	FBgn0262739	GO:0007294	IMP
FB	FBgn0262739	FBgn0262739	GO:0030727	IMP
FB	FBgn0262739	FBgn0262739	GO:0005737	IDA
FB	FBgn0262739	FBgn0262739	GO:0017148	IMP
FB	FBgn0262739	FBgn0262739	GO:0035198	IDA
FB	FBgn0262739	FBgn0262739	GO:0003676	IMP
FB	FBgn0262739	FBgn0262739	GO:0035195	IMP
FB	FBgn0262739	FBgn0262739	GO:0070922	IDA
FB	FBgn0262739	FBgn0262739	GO:0035198	IDA
FB	FBgn0262739	FBgn0262739	GO:0003727	IDA
FB	FBgn0087035	FBgn0087035	GO:0005515	IPI
FB	FBgn0087035	FBgn0087035	GO:0016442	IDA
FB	FBgn0087035	FBgn0087035	GO:0030422	IDA
FB	FBgn0087035	FBgn0087035	GO:0016442	TAS
FB	FBgn0087035	FBgn0087035	GO:0005515	IPI
FB	FBgn0087035	FBgn0087035	GO:0016442	TAS
FB	FBgn0087035	FBgn0087035	GO:0016246	IMP
FB	FBgn0087035	FBgn0087035	GO:0016442	IDA
FB	FBgn0087035	FBgn0087035	GO:0005515	IPI
FB	FBgn0087035	FBgn0087035	GO:0035197	IDA
FB	FBgn0087035	FBgn0087035	GO:0035087	IMP
FB	FBgn0087035	FBgn0087035	GO:0035190	IMP
FB	FBgn0087035	FBgn0087035	GO:0007349	IMP
FB	FBgn0087035	FBgn0087035	GO:0007279	IMP
FB	FBgn0087035	FBgn0087035	GO:0016246	IDA
FB	FBgn0087035	FBgn0087035	GO:0004521	IDA
FB	FBgn0087035	FBgn0087035	GO:0016246	IDA
FB	FBgn0087035	FBgn0087035	GO:0035197	IDA
FB	FBgn0087035	FBgn0087035	GO:0035195	IMP
FB	FBgn0087035	FBgn0087035	GO:0016246	IMP
FB	FBgn0087035	FBgn0087035	GO:0051607	IMP
FB	FBgn0087035	FBgn0087035	GO:0016246	IMP
FB	FBgn0087035	FBgn0087035	GO:0033227	IMP
FB	FBgn0087035	FBgn0087035	GO:1990124	IDA
FB	FBgn0087035	FBgn0087035	GO:0071598	IDA
FB	FBgn0087035	FBgn0087035	GO:0005515	IPI
FB	FBgn0087035	FBgn0087035	GO:0007367	IGI
FB	FBgn0087035	FBgn0087035	GO:0016246	IMP
FB	FBgn0087035	FBgn0087035	GO:0070578	IDA
FB	FBgn0087035	FBgn0087035	GO:0035087	IDA
FB	FBgn0087035	FBgn0087035	GO:0016442	IDA
FB	FBgn0087035	FBgn0087035	GO:0070578	IDA
FB	FBgn0087035	FBgn0087035	GO:0035087	IDA
FB	FBgn0087035	FBgn0087035	GO:0035197	IDA
FB	FBgn0087035	FBgn0087035	GO:0030422	IMP
FB	FBgn0087035	FBgn0087035	GO:0035197	IDA
FB	FBgn0087035	FBgn0087035	GO:0005737	IDA
FB	FBgn0087035	FBgn0087035	GO:0010526	IMP
FB	FBgn0087035	FBgn0087035	GO:0045071	IMP
FB	FBgn0087035	FBgn0087035	GO:0016442	IDA
FB	FBgn0087035	FBgn0087035	GO:0070868	IMP
FB	FBgn0087035	FBgn0087035	GO:0051607	IMP
FB	FBgn0087035	FBgn0087035	GO:0016442	ISS
FB	FBgn0087035	FBgn0087035	GO:0051607	IMP
FB	FBgn0087035	FBgn0087035	GO:0009047	IGI
FB	FBgn0087035	FBgn0087035	GO:0005829	HDA
FB	FBgn0087035	FBgn0087035	GO:0035195	IMP
FB	FBgn0087035	FBgn0087035	GO:0098586	IMP
FB	FBgn0087035	FBgn0087035	GO:0051607	IMP
FB	FBgn0087035	FBgn0087035	GO:0005737	IDA
FB	FBgn0087035	FBgn0087035	GO:0005634	IDA
FB	FBgn0087035	FBgn0087035	GO:0005737	IDA
FB	FBgn0087035	FBgn0087035	GO:0005634	IDA
FB	FBgn0087035	FBgn0087035	GO:0016246	IMP
FB	FBgn0087035	FBgn0087035	GO:0070578	IGI
FB	FBgn0087035	FBgn0087035	GO:0009616	IMP
FB	FBgn0087035	FBgn0087035	GO:0070551	IDA
FB	FBgn0087035	FBgn0087035	GO:0051607	IGI
FB	FBgn0087035	FBgn0087035	GO:0003727	IDA
FB	FBgn0087035	FBgn0087035	GO:0035197	IDA
FB	FBgn0087035	FBgn0087035	GO:0070922	IDA
FB	FBgn0250816	FBgn0250816	GO:0005737	IDA
FB	FBgn0250816	FBgn0250816	GO:0003723	IDA
FB	FBgn0250816	FBgn0250816	GO:0005737	IDA
FB	FBgn0250816	FBgn0250816	GO:0035194	IMP
FB	FBgn0250816	FBgn0250816	GO:0060213	IMP
FB	FBgn0250816	FBgn0250816	GO:0043186	IDA
FB	FBgn0250816	FBgn0250816	GO:0034584	IDA
FB	FBgn0250816	FBgn0250816	GO:0043186	IDA
FB	FBgn0250816	FBgn0250816	GO:0005829	IDA
FB	FBgn0250816	FBgn0250816	GO:0034584	IDA
FB	FBgn0250816	FBgn0250816	GO:0010529	IMP
FB	FBgn0250816	FBgn0250816	GO:0005739	IDA
FB	FBgn0250816	FBgn0250816	GO:0034584	IDA
FB	FBgn0250816	FBgn0250816	GO:0043186	IDA
FB	FBgn0250816	FBgn0250816	GO:0043186	IDA
FB	FBgn0031392	FBgn0031392	GO:0046983	IEA
FB	FBgn0031392	FBgn0031392	GO:0010623	IMP
FB	FBgn0031392	FBgn0031392	GO:0005758	IDA
FB	FBgn0031392	FBgn0031392	GO:0005739	IDA
FB	FBgn0031392	FBgn0031392	GO:0042775	IMP
FB	FBgn0031392	FBgn0031392	GO:0003677	IKR
FB	FBgn0031392	FBgn0031392	GO:0050832	IMP
FB	FBgn0031392	FBgn0031392	GO:0045041	ISS
FB	FBgn0031392	FBgn0031392	GO:0003677	ISS
FB	FBgn0031392	FBgn0031392	GO:0071949	ISS
FB	FBgn0031392	FBgn0031392	GO:0016174	ISS
FB	FBgn0031392	FBgn0031392	GO:0033108	ISS
FB	FBgn0036515	FBgn0036515	GO:0017101	IBA
FB	FBgn0036515	FBgn0036515	GO:1903632	IBA
FB	FBgn0050185	FBgn0050185	GO:0017101	ISS
FB	FBgn0050185	FBgn0050185	GO:0043517	ISS
FB	FBgn0086346	FBgn0086346	GO:0030041	IMP
FB	FBgn0086346	FBgn0086346	GO:0046330	IDA
FB	FBgn0086346	FBgn0086346	GO:0043162	ISS
FB	FBgn0086346	FBgn0086346	GO:0005768	ISS
FB	FBgn0086346	FBgn0086346	GO:1990182	IMP
FB	FBgn0086346	FBgn0086346	GO:0030496	IDA
FB	FBgn0086346	FBgn0086346	GO:0005813	IDA
FB	FBgn0086346	FBgn0086346	GO:0000281	IMP
FB	FBgn0086346	FBgn0086346	GO:0048132	IMP
FB	FBgn0086346	FBgn0086346	GO:0045171	IDA
FB	FBgn0086346	FBgn0086346	GO:0048133	IMP
FB	FBgn0086346	FBgn0086346	GO:0070938	IDA
FB	FBgn0023169	FBgn0023169	GO:0007165	ISS
FB	FBgn0023169	FBgn0023169	GO:0004703	ISS
FB	FBgn0023169	FBgn0023169	GO:0006468	ISS
FB	FBgn0023169	FBgn0023169	GO:0005634	IDA
FB	FBgn0023169	FBgn0023169	GO:0006468	IMP
FB	FBgn0023169	FBgn0023169	GO:0004679	IMP
FB	FBgn0023169	FBgn0023169	GO:0031588	IC
FB	FBgn0023169	FBgn0023169	GO:0005524	IEA
FB	FBgn0023169	FBgn0023169	GO:0000278	IMP
FB	FBgn0023169	FBgn0023169	GO:0045197	IMP
FB	FBgn0023169	FBgn0023169	GO:0001558	IMP
FB	FBgn0023169	FBgn0023169	GO:0044058	IMP
FB	FBgn0023169	FBgn0023169	GO:0006629	IMP
FB	FBgn0023169	FBgn0023169	GO:0030730	IMP
FB	FBgn0023169	FBgn0023169	GO:0009267	IMP
FB	FBgn0023169	FBgn0023169	GO:0042595	IMP
FB	FBgn0023169	FBgn0023169	GO:1902669	IGI
FB	FBgn0023169	FBgn0023169	GO:0048813	IMP
FB	FBgn0023169	FBgn0023169	GO:0045792	IMP
FB	FBgn0023169	FBgn0023169	GO:1904262	IMP
FB	FBgn0023169	FBgn0023169	GO:0004679	IDA
FB	FBgn0023169	FBgn0023169	GO:0005768	IDA
FB	FBgn0023169	FBgn0023169	GO:1990794	IDA
FB	FBgn0023169	FBgn0023169	GO:1904504	IMP
FB	FBgn0023169	FBgn0023169	GO:0005737	IBA
FB	FBgn0023169	FBgn0023169	GO:0035556	IBA
FB	FBgn0023169	FBgn0023169	GO:0005634	IBA
FB	FBgn0023169	FBgn0023169	GO:0004674	IBA
FB	FBgn0023169	FBgn0023169	GO:0006468	IBA
FB	FBgn0052626	FBgn0052626	GO:0032264	IEA
FB	FBgn0052626	FBgn0052626	GO:0005829	HDA
FB	FBgn0052626	FBgn0052626	GO:0006188	IBA
FB	FBgn0052626	FBgn0052626	GO:0005829	IBA
FB	FBgn0052626	FBgn0052626	GO:0046033	IBA
FB	FBgn0052626	FBgn0052626	GO:0003876	IBA
FB	FBgn0038349	FBgn0038349	GO:0009055	IEA
FB	FBgn0038349	FBgn0038349	GO:0051537	IEA
FB	FBgn0038349	FBgn0038349	GO:0005506	IEA
FB	FBgn0038349	FBgn0038349	GO:0071949	IEA
FB	FBgn0038349	FBgn0038349	GO:0004031	IMP
FB	FBgn0038349	FBgn0038349	GO:0006117	IMP
FB	FBgn0038349	FBgn0038349	GO:0016491	IBA
FB	FBgn0010380	FBgn0010380	GO:0016192	IC
FB	FBgn0010380	FBgn0010380	GO:0030119	IDA
FB	FBgn0010380	FBgn0010380	GO:0005802	IDA
FB	FBgn0010380	FBgn0010380	GO:0005905	IDA
FB	FBgn0010380	FBgn0010380	GO:0005886	IDA
FB	FBgn0010380	FBgn0010380	GO:0035615	IC
FB	FBgn0010380	FBgn0010380	GO:0006886	IEA
FB	FBgn0010380	FBgn0010380	GO:0030276	IEA
FB	FBgn0010380	FBgn0010380	GO:0030122	ISS
FB	FBgn0010380	FBgn0010380	GO:0030136	IDA
FB	FBgn0010380	FBgn0010380	GO:0048749	IMP
FB	FBgn0010380	FBgn0010380	GO:0010508	IMP
FB	FBgn0010380	FBgn0010380	GO:0016192	IBA
FB	FBgn0010380	FBgn0010380	GO:0046718	HMP
FB	FBgn0030089	FBgn0030089	GO:0006886	IEA
FB	FBgn0030089	FBgn0030089	GO:0030136	IDA
FB	FBgn0030089	FBgn0030089	GO:0035652	IMP
FB	FBgn0030089	FBgn0030089	GO:0005802	IDA
FB	FBgn0030089	FBgn0030089	GO:0055037	IDA
FB	FBgn0030089	FBgn0030089	GO:0033363	IMP
FB	FBgn0030089	FBgn0030089	GO:0005802	IDA
FB	FBgn0030089	FBgn0030089	GO:0030141	IDA
FB	FBgn0030089	FBgn0030089	GO:0030121	IMP
FB	FBgn0030089	FBgn0030089	GO:0030121	IPI
FB	FBgn0030089	FBgn0030089	GO:0048749	IMP
FB	FBgn0030089	FBgn0030089	GO:0035615	IC
FB	FBgn0030089	FBgn0030089	GO:0030121	IBA
FB	FBgn0030089	FBgn0030089	GO:0035615	IBA
FB	FBgn0030089	FBgn0030089	GO:0006898	IBA
FB	FBgn0030089	FBgn0030089	GO:0140312	IBA
FB	FBgn0030089	FBgn0030089	GO:0006896	IBA
FB	FBgn0024833	FBgn0024833	GO:0006886	IEA
FB	FBgn0024833	FBgn0024833	GO:0030276	ISS
FB	FBgn0024833	FBgn0024833	GO:0016192	ISS
FB	FBgn0024833	FBgn0024833	GO:0030121	ISS
FB	FBgn0024833	FBgn0024833	GO:0030136	IDA
FB	FBgn0024833	FBgn0024833	GO:2001136	IMP
FB	FBgn0024833	FBgn0024833	GO:0033363	IMP
FB	FBgn0024833	FBgn0024833	GO:0046907	IMP
FB	FBgn0024833	FBgn0024833	GO:0035615	IMP
